title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type,stars_list,genre_list,rating_norm,runtime_norm
Little Women,PG,135.0,7.8,91.0,"Drama, Romance",2019.0,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, ","234,116",$108.10M,"https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen']","['Drama', 'Romance']",0.8227848101265823,0.6767676767676768
Fred Claus,PG,116.0,5.7,42.0,"Comedy, Family, Fantasy",2007.0,"Fred Claus, Santa's bitter older brother, is forced to move to the North Pole to help Santa and the elves prepare for Christmas in exchange for cash.",David Dobkin,"Vince Vaughn, Paul Giamatti, Elizabeth Banks, John Michael Higgins, ","46,958",$72.01M,"https://m.media-amazon.com/images/M/MV5BMTY0NDEwNzc0N15BMl5BanBnXkFtZTcwNjgxNzUzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Vince Vaughn', 'Paul Giamatti', 'Elizabeth Banks', 'John Michael Higgins']","['Comedy', 'Family', 'Fantasy']",0.5569620253164558,0.5808080808080808
Noelle,G,100.0,6.3,48.0,"Comedy, Family, Fantasy",2019.0,"Santa's daughter must take over the family business when her father retires and her brother, who is supposed to inherit the Santa role, gets cold feet.",Marc Lawrence,"Anna Kendrick, Shirley MacLaine, Bill Hader, Kingsley Ben-Adir, ","26,007",,"https://m.media-amazon.com/images/M/MV5BMjM2MTIxYTAtYWM3MC00OWI4LWJmMjMtYzBhMWFlMzU0NTdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Anna Kendrick', 'Shirley MacLaine', 'Bill Hader', 'Kingsley Ben-Adir']","['Comedy', 'Family', 'Fantasy']",0.6329113924050633,0.5
The Santa Clause 3: The Escape Clause,G,92.0,4.8,32.0,"Adventure, Comedy, Family",2006.0,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",Michael Lembeck,"Tim Allen, Martin Short, Elizabeth Mitchell, Eric Lloyd, ","41,887",$84.50M,"https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Tim Allen', 'Martin Short', 'Elizabeth Mitchell', 'Eric Lloyd']","['Adventure', 'Comedy', 'Family']",0.44303797468354433,0.4595959595959596
Jack Frost,PG,101.0,5.4,40.0,"Comedy, Drama, Family",1998.0,"A father who can't keep his promises is killed in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever.",Troy Miller,"Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy, ","40,067",$34.55M,"https://m.media-amazon.com/images/M/MV5BODNmYTQ2YWUtZjMxOS00NzM0LTgyZDQtM2ZmNDVjODlhMzdlXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Michael Keaton', 'Kelly Preston', 'Joseph Cross', 'Mark Addy']","['Comedy', 'Drama', 'Family']",0.518987341772152,0.5050505050505051
Holidate,TV-MA,104.0,6.1,44.0,"Comedy, Romance",2020.0,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, ","76,442",,"https://m.media-amazon.com/images/M/MV5BYWVmYTFjODItOTY2Ni00NDhhLTk1ZDYtMzBmOGFhZTMyY2Q0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Emma Roberts', 'Luke Bracey', 'Kristin Chenoweth', 'Frances Fisher']","['Comedy', 'Romance']",0.6075949367088608,0.5202020202020202
Black Christmas,R,98.0,7.1,65.0,"Horror, Mystery, Thriller",1974.0,"During their Christmas break, a group of sorority girls are stalked by a stranger.",Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon, ","46,769",$4.05M,"https://m.media-amazon.com/images/M/MV5BYTllYWY5ZDYtZjExYy00ZTY5LTk2OWEtMTQ3NTdlNzE5NjcyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Olivia Hussey', 'Keir Dullea', 'Margot Kidder', 'John Saxon']","['Horror', 'Mystery', 'Thriller']",0.7341772151898734,0.4898989898989899
Santa Claus,PG,107.0,6.2,,"Adventure, Family, Fantasy",1985.0,The legend of Santa Claus is put in jeopardy when an unscrupulous toy manufacturer attempts to take over Christmas.,Jeannot Szwarc,"Dudley Moore, John Lithgow, David Huddleston, Burgess Meredith, ","15,236",$23.72M,"https://m.media-amazon.com/images/M/MV5BZDc1OGVkMmQtYTU0NC00ZTc4LWIyNjItM2IzYzcwNTA1ZmJmXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Dudley Moore', 'John Lithgow', 'David Huddleston', 'Burgess Meredith']","['Adventure', 'Family', 'Fantasy']",0.6202531645569621,0.5353535353535354
Love Hard,TV-MA,104.0,6.3,42.0,"Comedy, Romance",2021.0,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",Hernán Jiménez,"Nina Dobrev, Jimmy O. Yang, Darren Barnet, James Saito, ","59,820",,"https://m.media-amazon.com/images/M/MV5BODIwNDIxN2YtMWU3ZS00MjU5LWIxMzctNmY1NDg5NDgwYmM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Nina Dobrev', 'Jimmy O. Yang', 'Darren Barnet', 'James Saito']","['Comedy', 'Romance']",0.6329113924050633,0.5202020202020202
Arthur Christmas,PG,97.0,7.1,69.0,"Animation, Adventure, Comedy",2011.0,Santa's clumsy son Arthur sets out on a mission with Grandsanta to give out a misplaced present to a young girl in less than two hours on Christmas Day.,Sarah Smith,"Barry Cook, James McAvoy, Jim Broadbent, Bill Nighy, Hugh Laurie, ","65,517",$46.46M,"https://m.media-amazon.com/images/M/MV5BNTczMjMwMTE2OV5BMl5BanBnXkFtZTcwNDU0NTAwNw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Barry Cook', 'James McAvoy', 'Jim Broadbent', 'Bill Nighy', 'Hugh Laurie']","['Animation', 'Adventure', 'Comedy']",0.7341772151898734,0.48484848484848486
Holiday Inn,Passed,100.0,7.3,70.0,"Comedy, Drama, Music",1942.0,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",Mark Sandrich,"Robert Allen, Bing Crosby, Fred Astaire, Marjorie Reynolds, Virginia Dale, ","17,038",$8.18M,"https://m.media-amazon.com/images/M/MV5BMTUyODU0OTUwMF5BMl5BanBnXkFtZTgwMTE4NTQzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Robert Allen', 'Bing Crosby', 'Fred Astaire', 'Marjorie Reynolds', 'Virginia Dale']","['Comedy', 'Drama', 'Music']",0.759493670886076,0.5
Catering Christmas,,86.0,6.0,,"Comedy, Romance",2022.0,Molly Frost a struggling new catering business owner lands on New Hampshire's biggest event of the year.,T.W. Peacocke,"Merritt Patterson, Daniel Lissing, Michael Hanrahan, Rosemary Dunsmore, ","3,061",,"https://m.media-amazon.com/images/M/MV5BMWNhYWU3YmItOWUxNi00YzZjLWIyMjYtYjkwZDA5NGNiZTNhXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Merritt Patterson', 'Daniel Lissing', 'Michael Hanrahan', 'Rosemary Dunsmore']","['Comedy', 'Romance']",0.5949367088607596,0.4292929292929293
Santa Claus Is Comin' to Town,TV-G,48.0,7.7,,"Animation, Adventure, Comedy",1970.0,A mailman reveals the origin of Santa Claus.,Jules Bass,"Arthur Rankin Jr., Fred Astaire, Mickey Rooney, Keenan Wynn, Paul Frees, ","16,973",,"https://m.media-amazon.com/images/M/MV5BMTc2NjMxMTU2Ml5BMl5BanBnXkFtZTcwNjg4NTYyMQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Arthur Rankin Jr.', 'Fred Astaire', 'Mickey Rooney', 'Keenan Wynn', 'Paul Frees']","['Animation', 'Adventure', 'Comedy']",0.8101265822784811,0.23737373737373738
A Merry Scottish Christmas,TV-G,84.0,6.6,,"Comedy, Drama, Romance",2023.0,Follows estranged siblings Lindsay and Brad as they travel to Scotland at Christmas to reunite with their mother Jo.,Dustin Rikert,"Lacey Chabert, Scott Wolf, James Robinson, Kellie Blaise, ","1,437",,"https://m.media-amazon.com/images/M/MV5BZWE5YzBlZTgtYjA5MC00MGI5LWI2YjctYzljOTQyNWI3ZDUyXkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Lacey Chabert', 'Scott Wolf', 'James Robinson', 'Kellie Blaise']","['Comedy', 'Drama', 'Romance']",0.6708860759493671,0.41919191919191917
Christmas in Connecticut,Approved,101.0,7.3,64.0,"Comedy, Romance",1945.0,A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.,Peter Godfrey,"Barbara Stanwyck, Dennis Morgan, Sydney Greenstreet, Reginald Gardiner, ","11,520",,"https://m.media-amazon.com/images/M/MV5BNTRmYzUyMjctMWM5ZS00NTExLTgzMjctN2MwZjA2OWJjMjIyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Barbara Stanwyck', 'Dennis Morgan', 'Sydney Greenstreet', 'Reginald Gardiner']","['Comedy', 'Romance']",0.759493670886076,0.5050505050505051
Happiest Season,PG-13,102.0,6.6,69.0,"Comedy, Romance",2020.0,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas.",Clea DuVall,"Kristen Stewart, Mackenzie Davis, Mary Steenburgen, Victor Garber, ","45,966",,"https://m.media-amazon.com/images/M/MV5BZDgyZDNiZGEtYmQ4NC00NzU5LTllODQtNjIwMGY2NDYyNGQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Kristen Stewart', 'Mackenzie Davis', 'Mary Steenburgen', 'Victor Garber']","['Comedy', 'Romance']",0.6708860759493671,0.51010101010101
The Man Who Invented Christmas,PG,104.0,7.0,60.0,"Biography, Comedy, Drama",2017.0,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",Bharat Nalluri,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes, ","18,405",$5.68M,"https://m.media-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Dan Stevens', 'Mark Schrier', 'Patrick Joseph Byrnes', 'Miriam Margolyes']","['Biography', 'Comedy', 'Drama']",0.7215189873417722,0.5202020202020202
The Christmas Chronicles: Part Two,PG,112.0,6.0,51.0,"Adventure, Comedy, Family",2020.0,"Kate Pierce, now a cynical teen, is unexpectedly reunited with Santa Claus when a mysterious troublemaker threatens to cancel Christmas--forever.",Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Julian Dennison, ","34,558",,"https://m.media-amazon.com/images/M/MV5BMGJiZDc1OWMtNzMwMC00NzM0LTljMDgtZGJjODVhZDMzMmJjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Kurt Russell', 'Goldie Hawn', 'Darby Camp', 'Julian Dennison']","['Adventure', 'Comedy', 'Family']",0.5949367088607596,0.5606060606060606
8-Bit Christmas,PG,97.0,6.7,66.0,"Comedy, Family",2021.0,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.",Michael Dowse,"Winslow Fegley, Neil Patrick Harris, Steve Zahn, June Diane Raphael, ","20,689",,"https://m.media-amazon.com/images/M/MV5BNDFkMDMxN2MtOThlZi00OWExLWFlMGMtYzI3NjhhNzFlODkzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Winslow Fegley', 'Neil Patrick Harris', 'Steve Zahn', 'June Diane Raphael']","['Comedy', 'Family']",0.6835443037974684,0.48484848484848486
A Christmas Carol,TV-PG,86.0,8.1,,"Drama, Family, Fantasy",1951.0,"Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve, he will be visited by three spirits who will show him the error of his ways.",Brian Desmond Hurst,"Alastair Sim, Jack Warner, Kathleen Harrison, Mervyn Johns, ","24,985",,"https://m.media-amazon.com/images/M/MV5BZTM0MWMyYzgtMTJiMS00MjNiLWJhN2EtOGRiYmRkMGEwMzkwXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Alastair Sim', 'Jack Warner', 'Kathleen Harrison', 'Mervyn Johns']","['Drama', 'Family', 'Fantasy']",0.8607594936708861,0.4292929292929293
Meet Me in St. Louis,Passed,113.0,7.5,94.0,"Comedy, Drama, Family",1944.0,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,Vincente Minnelli,"Judy Garland, Margaret O'Brien, Mary Astor, Lucille Bremer, ","26,838",$7.57M,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Judy Garland', ""Margaret O'Brien"", 'Mary Astor', 'Lucille Bremer']","['Comedy', 'Drama', 'Family']",0.7848101265822786,0.5656565656565656
The Nutcracker and the Four Realms,PG,99.0,5.6,39.0,"Adventure, Family, Fantasy",2018.0,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,Lasse Hallström,"Joe Johnston, Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren, ","36,570",$54.86M,"https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Joe Johnston', 'Mackenzie Foy', 'Keira Knightley', 'Morgan Freeman', 'Helen Mirren']","['Adventure', 'Family', 'Fantasy']",0.5443037974683544,0.494949494949495
Shazam!,PG-13,132.0,7.0,71.0,"Action, Adventure, Comedy",2019.0,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,David F. Sandberg,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, ","377,356",$140.37M,"https://m.media-amazon.com/images/M/MV5BOWZhZjE4NGQtODg5Ni00MjQ1LWJmMzAtNzQ2N2M1NzYzMDJkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Zachary Levi', 'Mark Strong', 'Asher Angel', 'Jack Dylan Grazer']","['Action', 'Adventure', 'Comedy']",0.7215189873417722,0.6616161616161617
Home Sweet Home Alone,PG,93.0,3.6,35.0,"Comedy, Crime, Family",2021.0,A married couple tries to steal back a valuable heirloom from a troublesome kid.,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, ","19,638",,"https://m.media-amazon.com/images/M/MV5BMDlkMzZiM2EtZDMxZC00ZWUwLTliMDMtMGMzMzE3NTEzMThiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY209_CR13,0,140,209_AL_.jpg",Movie,"['Ellie Kemper', 'Rob Delaney', 'Archie Yates', 'Aisling Bea']","['Comedy', 'Crime', 'Family']",0.2911392405063291,0.46464646464646464
A Bad Moms Christmas,R,104.0,5.6,42.0,Comedy,2017.0,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",Jon Lucas,"Scott Moore, Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez, ","56,624",$72.11M,"https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Scott Moore', 'Mila Kunis', 'Kristen Bell', 'Kathryn Hahn', 'Jay Hernandez']",['Comedy'],0.5443037974683544,0.5202020202020202
Surviving Christmas,PG-13,91.0,5.4,19.0,"Comedy, Romance",2004.0,"A lonely, obnoxious young millionaire pays a family to spend Christmas with him.",Mike Mitchell,"Ben Affleck, Christina Applegate, James Gandolfini, Catherine O'Hara, ","27,067",$11.66M,"https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Ben Affleck', 'Christina Applegate', 'James Gandolfini', ""Catherine O'Hara""]","['Comedy', 'Romance']",0.518987341772152,0.45454545454545453
A Christmas Carol,TV-PG,95.0,7.4,,"Drama, Fantasy",1999.0,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,David Hugh Jones,"Patrick Stewart, Richard E. Grant, Joel Grey, Ian McNeice, ","10,570",,"https://m.media-amazon.com/images/M/MV5BZTBmZTM1YzgtNWM1NC00ODAyLWJmMzktZDFhYmZlYzMyMGYyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Patrick Stewart', 'Richard E. Grant', 'Joel Grey', 'Ian McNeice']","['Drama', 'Fantasy']",0.7721518987341773,0.47474747474747475
The Year Without a Santa Claus,TV-G,51.0,7.7,,"Animation, Comedy, Family",1974.0,"When a weary and discouraged Santa Claus considers skipping his Christmas Eve run one year, Mrs. Claus and his elves set out to change his mind.",Jules Bass,"Arthur Rankin Jr., Shirley Booth, Mickey Rooney, Dick Shawn, George S. Irving, ","11,270",,"https://m.media-amazon.com/images/M/MV5BMzk5OGFmMmQtNGVhZC00NGQ5LWE2M2MtZmRlYzZiNjYwMzM4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Arthur Rankin Jr.', 'Shirley Booth', 'Mickey Rooney', 'Dick Shawn', 'George S. Irving']","['Animation', 'Comedy', 'Family']",0.8101265822784811,0.25252525252525254
A Charlie Brown Christmas,TV-G,25.0,8.3,,"Animation, Comedy, Drama",1965.0,"Depressed at the commercialism he sees around him, Charlie Brown tries to find a deeper meaning to Christmas.",Bill Melendez,"Ann Altieri, Chris Doran, Sally Dryer, Bill Melendez, ","42,695",,"https://m.media-amazon.com/images/M/MV5BMzQ3M2JhNzMtNWQ2NS00N2IxLThmYTctMzkwYzJiMThiMjI4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Ann Altieri', 'Chris Doran', 'Sally Dryer', 'Bill Melendez']","['Animation', 'Comedy', 'Drama']",0.8860759493670888,0.12121212121212122
Fatman,R,100.0,5.9,40.0,"Action, Adventure, Comedy",2020.0,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",Eshom Nelms,"Ian Nelms, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield, ","29,172",,"https://m.media-amazon.com/images/M/MV5BOGI3NDNmNmMtZTRmZC00YmU5LWJiNTktYjZkMzlhNzhlODU4XkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Ian Nelms', 'Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste', 'Chance Hurstfield']","['Action', 'Adventure', 'Comedy']",0.5822784810126583,0.5
Nativity!,PG,105.0,6.4,,"Comedy, Family",2009.0,An uptight but secretly heartbroken primary school teacher's little white lie about Hollywood coming to see his class' nativity play grows like wildfire in his rag-tag school low on self-esteem.,Debbie Isitt,"Martin Freeman, Marc Wootton, Jason Watkins, Ashley Jensen, ","12,088",,"https://m.media-amazon.com/images/M/MV5BNmFjNTIxNzMtYzRiMi00ZTY4LWI4ZTktZjM3ZDUwZDViNzZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Martin Freeman', 'Marc Wootton', 'Jason Watkins', 'Ashley Jensen']","['Comedy', 'Family']",0.6455696202531647,0.5252525252525253
Batman Returns,PG-13,126.0,7.1,68.0,"Action, Crime, Fantasy",1992.0,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken, ","322,680",$162.83M,"https://m.media-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken']","['Action', 'Crime', 'Fantasy']",0.7341772151898734,0.6313131313131313
Edward Scissorhands,PG-13,105.0,7.9,74.0,"Drama, Fantasy, Romance",1990.0,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, ","515,997",$56.36M,"https://m.media-amazon.com/images/M/MV5BMWY2MGRkNjgtZDczNi00YWJjLTkwNmUtMTY0NTE5ZDhkZjgwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall']","['Drama', 'Fantasy', 'Romance']",0.8354430379746837,0.5252525252525253
This Is Christmas,,111.0,7.0,,"Comedy, Drama, Romance",2022.0,"This rom-com set in London during the Christmas season follows Adam and Emma on their daily commute from the village of Langton to London, where they meet the same passengers every day.",Chris Foggin,"Alfred Enoch, Kaya Scodelario, Timothy Spall, Jack Donoghue, ","2,444",,"https://m.media-amazon.com/images/M/MV5BYjAzMTg3Y2UtNThkYS00ZGY4LThkODUtOGQ1NmQ2ZDA3NGU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Alfred Enoch', 'Kaya Scodelario', 'Timothy Spall', 'Jack Donoghue']","['Comedy', 'Drama', 'Romance']",0.7215189873417722,0.5555555555555556
Single All the Way,TV-PG,99.0,6.2,49.0,"Comedy, Drama, Romance",2021.0,"Desperate to avoid his family's judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they're now in a relationship.",Michael Mayer,"Michael Urie, Philemon Chambers, Luke Macfarlane, Barry Bostwick, ","19,024",,"https://m.media-amazon.com/images/M/MV5BYTYzOWQ0ZTItMzU2OC00YmMyLWIzMGYtMTk1ZjcwNGIxYThjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Michael Urie', 'Philemon Chambers', 'Luke Macfarlane', 'Barry Bostwick']","['Comedy', 'Drama', 'Romance']",0.6202531645569621,0.494949494949495
Serendipity,PG-13,90.0,6.8,52.0,"Comedy, Romance",2001.0,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan, ","119,511",$50.29M,"https://m.media-amazon.com/images/M/MV5BMzc3Yjg1MmUtODllMy00MmZkLTgyNDAtZDg0N2I4OWEzZTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan']","['Comedy', 'Romance']",0.6962025316455697,0.4494949494949495
